"name","function_id","function_name","number","percent"
"forecast",357,"assignNativeRoutines",17,0.00154194032328139
"forecast",341,"assignWrapped",505,0.0458046978386532
"forecast",391,"base::assign",272,0.0246710451725023
"forecast",515,"methods::.assignOverBinding",11,0.00099772609153502
"forecast",1229,"base::print",5,0.000453511859788645
"forecast",1252,"base::print.data.frame",1,9.07023719577291e-05
"forecast",1232,"base::print.default",3,0.000272107115873187
"forecast",100,"base::sprintf",122,0.0110656893788429
"forecast",1230,"forecast::print.ARIMA",1,9.07023719577291e-05
"forecast",1243,"forecast::print.forecast",1,9.07023719577291e-05
"forecast",1233,"print.default",3,0.000272107115873187
"Formula",312,"<anonymous>",1301,3.16106616128484
"Formula",144,"base::eval",94,0.228393711883762
"Formula",286,"base::eval.parent",1,0.00242972033918896
"Formula",149,"eval",94,0.228393711883762
"Formula",390,"base::force",3,0.00728916101756688
"Formula",67,"forceAndCall",4,0.00971888135675584
"Formula",289,"<-",4,0.00971888135675584
"Formula",400,"[<-",1,0.00242972033918896
"Formula",194,"attr<-",83,0.201666788152684
"Formula",112,"attributes<-",75,0.182229025439172
"Formula",401,"base::$<-.data.frame",1,0.00242972033918896
"Formula",397,"base::[<-.factor",1,0.00242972033918896
"Formula",393,"base::[[<-.data.frame",3,0.00728916101756688
"Formula",385,"base::colnames<-",1,0.00242972033918896
"Formula",105,"class<-",85,0.206526228831062
"Formula",65,"dim<-",4,0.00971888135675584
"Formula",66,"dimnames<-",6,0.0145783220351338
"Formula",421,"environment<-",226,0.549116796656705
"Formula",162,"levels<-",7,0.0170080423743227
"Formula",78,"names<-",66,0.160361542386471
"Formula",454,"oldClass<-",10,0.0242972033918896
"Formula",315,"parent.env<-",5,0.0121486016959448
"Formula",316,"parent.env<-",5,0.0121486016959448
"Formula",163,"storage.mode<-",4,0.00971888135675584
"Formula",328,"assignWrapped",9,0.0218674830527006
"Formula",101,"base::sprintf",12,0.0291566440702675
"gdata",338,"<anonymous>",2166,8.32788650082664
"gdata",501,"<anonymous>",5,0.0192241147295167
"gdata",143,"base::eval",124,0.476758045292014
"gdata",282,"base::eval.parent",2,0.00768964589180668
"gdata",148,"eval",124,0.476758045292014
"gdata",430,"base::force",15,0.0576723441885501
"gdata",66,"forceAndCall",20,0.0768964589180668
"gdata",285,"<-",8,0.0307585835672267
"gdata",567,"[<-",2,0.00768964589180668
"gdata",191,"attr<-",15,0.0576723441885501
"gdata",111,"attributes<-",85,0.326809950401784
"gdata",435,"base::Encoding<-",10,0.0384482294590334
"gdata",597,"base::[<-.data.frame",3,0.01153446883771
"gdata",566,"base::[<-.factor",2,0.00768964589180668
"gdata",557,"base::is.na<-",6,0.02306893767542
"gdata",558,"base::is.na<-.default",6,0.02306893767542
"gdata",475,"base::levels<-.factor",8,0.0307585835672267
"gdata",104,"class<-",60,0.2306893767542
"gdata",64,"dim<-",13,0.0499826982967434
"gdata",65,"dimnames<-",13,0.0499826982967434
"gdata",457,"gdata::mapLevels<-",6,0.02306893767542
"gdata",458,"gdata::mapLevels<-.default",6,0.02306893767542
"gdata",161,"levels<-",24,0.0922757507016802
"gdata",77,"names<-",99,0.380637471644431
"gdata",523,"oldClass<-",1,0.00384482294590334
"gdata",341,"parent.env<-",19,0.0730516359721635
"gdata",342,"parent.env<-",19,0.0730516359721635
