"name","strict","number","percent"
"markdown",NA,11363,59.7989685296285
"mvtnorm",FALSE,3945,4.15180121870363
"mvtnorm",TRUE,25616,26.9588187625633
"mvtnorm",NA,65458,68.8893800187331
"nloptr",FALSE,1530,5.36842105263158
"nloptr",TRUE,6816,23.9157894736842
"nloptr",NA,20154,70.7157894736842
"quantreg",FALSE,76779,7.57309592548718
"quantreg",TRUE,417463,41.1764589841188
"quantreg",NA,519597,51.250445090394
"R6",FALSE,109891,7.76809729649488
"R6",TRUE,488368,34.5223006478657
"R6",NA,816386,57.7096020556394
"RcppArmadillo",FALSE,124867,7.16159544473274
"RcppArmadillo",TRUE,547300,31.3897281659865
"RcppArmadillo",NA,1071397,61.4486763892808
"RcppEigen",FALSE,12,6.55737704918033
"RcppEigen",TRUE,33,18.0327868852459
"RcppEigen",NA,138,75.4098360655738
"Rcpp",FALSE,10760,6.97148558729583
"Rcpp",TRUE,49665,32.178330082997
"Rcpp",NA,93918,60.8501843297072
"readr",FALSE,2912,3.38636152200205
"readr",TRUE,31764,36.9383198437064
"readr",NA,51316,59.6753186342916
"readxl",FALSE,6433,3.52072592738537
"readxl",TRUE,53809,29.4492058800994
"readxl",NA,122476,67.0300681925152
"rlang",FALSE,394,4.68880161846959
"rlang",TRUE,2963,35.261216232298
"rlang",NA,5046,60.0499821492324
"rprojroot",FALSE,233,4.39954682779456
"rprojroot",TRUE,1813,34.2333836858006
"rprojroot",NA,3250,61.3670694864048
"RSQLite",FALSE,17336,9.27415903449456
"RSQLite",TRUE,68944,36.8826500042797
"RSQLite",NA,100648,53.8431909612257
"SparseM",FALSE,6206,6.62411408077875
"SparseM",TRUE,40647,43.3854922722227
"SparseM",NA,46835,49.9903936469985
"sp",FALSE,391970,6.91744073223185
"sp",TRUE,1535497,27.098271531035
"sp",NA,3738935,65.9842877367331
"stringr",FALSE,444,3.91327340031729
"stringr",TRUE,4790,42.2175215935131
"stringr",NA,6112,53.8692050061696
"tibble",FALSE,3200,3.9416148303258
"tibble",TRUE,30960,38.1351234834021
"tibble",NA,47025,57.9232616862721
"tidyr",FALSE,268,3.86612810155799
"tidyr",TRUE,3013,43.465089440277
"tidyr",NA,3651,52.668782458165
"viridis",FALSE,111154,5.9126952675139
"viridis",TRUE,663678,35.3035047749347
"viridis",NA,1105089,58.7837999575514
"xml2",FALSE,1401,5.82827190282053
"xml2",TRUE,9116,37.923288127132
"xml2",NA,13521,56.2484399700474
"xtable",FALSE,319980,8.85367855983704
"xtable",TRUE,1185583,32.8044589912097
"xtable",NA,2108528,58.3418624489533
"xts",FALSE,5030,4.85732219593453
"xts",TRUE,37670,36.3768045965912
"xts",NA,60855,58.7658732074743
"zoo",FALSE,76748,8.75261444840556
"zoo",TRUE,280605,32.0011906146719
"zoo",NA,519505,59.2461949369225
